39.25409,-76.714569,172.3,0.1440444439649582
39.25409,-76.714569,172.3,0.236644446849823
39.25409,-76.714569,172.3,0.2880888879299164
39.25409,-76.714569,309.1,0.5401666760444641
39.25409,-76.714569,318.8,0.6379110813140869
39.254093,-76.714571,336.8,0.6996444463729858
39.254097,-76.714575,320.9,1.1266332864761353
39.254101,-76.714579,323.5,1.1317777633666992
39.254105,-76.714586,317.0,1.2655333280563354
39.25411,-76.714591,326.5,1.1523555517196655
39.254113,-76.714595,324.8,1.1523555517196655
39.254117,-76.714599,325.3,1.1729333400726318
39.254123,-76.714603,323.0,1.2655333280563354
39.254127,-76.714607,329.3,1.111199975013733
39.254132,-76.714612,324.3,1.2655333280563354
39.254136,-76.714616,322.4,1.2346667051315308
39.254141,-76.714621,327.7,1.4352999925613403
39.254147,-76.714625,325.3,1.4404444694519043
39.254153,-76.714631,332.5,1.471311092376709
39.254159,-76.714636,325.8,1.4558777809143066
39.254165,-76.71464,333.5,1.52275550365448
39.254169,-76.714644,330.2,1.40957772731781
39.254175,-76.714648,334.0,1.3890000581741333
39.254181,-76.714652,345.8,1.3478444814682007
39.254187,-76.714653,1.1,1.306688904762268
39.254194,-76.714654,20.9,1.352988839149475
39.254206,-76.71465,33.2,1.5176111459732056
39.25421,-76.714646,28.3,1.471311092376709
39.254217,-76.714644,31.2,1.419866681098938
39.254217,-76.714644,31.2,1.419866681098938
39.254231,-76.714641,7.5,1.419866681098938
39.254237,-76.714642,350.2,1.471311092376709
39.254237,-76.714642,350.2,1.471311092376709
39.254246,-76.714645,338.9,1.6153556108474731
39.254255,-76.714654,310.9,1.476455569267273
39.254259,-76.714662,300.6,1.579344391822815
39.254263,-76.714669,296.0,1.4867444038391113
39.254265,-76.714678,287.8,1.5999221801757813
39.254269,-76.714687,273.9,1.40957772731781
39.254269,-76.714694,264.0,1.4455889463424683
39.254268,-76.714701,256.4,1.419866681098938
39.254267,-76.71471,256.0,1.5639110803604126
39.254263,-76.714719,244.6,1.4610222578048706
39.25426,-76.714726,239.9,1.3890000581741333
39.254257,-76.714732,221.6,1.4404444694519043
39.254252,-76.714737,208.9,1.4044333696365356
39.254247,-76.714739,192.7,1.4455889463424683
39.254241,-76.71474,186.2,1.3992888927459717
39.254229,-76.714736,157.5,1.4455889463424683
39.254223,-76.714733,143.5,1.301544427871704
39.25422,-76.714725,129.3,1.52275550365448
39.254216,-76.714719,118.5,1.5124666690826416
39.254214,-76.714711,103.2,1.4970333576202393
39.254213,-76.714704,105.6,1.584488868713379
39.254211,-76.714695,90.9,1.5484777688980103
39.254211,-76.714688,102.2,1.363277792930603
39.254209,-76.714679,102.5,1.425011157989502
39.254207,-76.714671,114.2,1.363277792930603
39.254204,-76.714666,122.6,1.3735666275024414
39.254201,-76.714658,130.3,1.2243777513504028
39.254197,-76.714653,134.0,1.5124666690826416
39.254192,-76.714644,130.5,2.078355550765991
39.254183,-76.714633,142.9,2.325288772583008
39.254173,-76.714625,155.7,1.9909000396728516
39.254166,-76.714617,151.2,1.4867444038391113
39.254161,-76.714614,148.5,1.3941444158554077
39.254154,-76.714607,147.7,1.9600332975387573
39.254147,-76.714602,153.1,1.77483332157135
39.254142,-76.7146,173.2,1.2243777513504028
39.254136,-76.714598,191.8,1.841711163520813
39.254127,-76.7146,194.8,2.2532665729522705
39.254115,-76.714601,204.3,2.453900098800659
39.254105,-76.714605,189.0,2.1143667697906494
39.254094,-76.714603,179.4,1.3992888927459717
39.254088,-76.714602,179.7,0.9517222046852112
39.254083,-76.714595,179.7,0.4887222349643707
39.254079,-76.714584,69.3,0.6945000290870667
39.25408,-76.714581,82.9,0.6276222467422485
39.254079,-76.714573,63.7,0.9928777813911438
39.25408,-76.714569,65.6,0.8334000110626221
39.254078,-76.714561,68.8,0.6996444463729858
39.25408,-76.714556,56.5,1.1523555517196655
39.254082,-76.714551,61.7,1.1832221746444702
39.254085,-76.714544,30.7,1.3272666931152344
39.254092,-76.714536,18.7,1.198655605316162
39.254095,-76.714534,29.5,0.9671555757522583
39.254097,-76.71453,28.1,0.3601111173629761
39.254098,-76.714532,307.5,0.7253666520118713
39.254101,-76.714533,325.6,1.003166675567627
39.254103,-76.714538,300.0,1.1780778169631958
39.254106,-76.71454,318.4,1.1935111284255981
39.254109,-76.714545,315.4,1.1163444519042969
39.254112,-76.714547,296.5,0.8694111108779907
39.254113,-76.714552,308.9,0.946577787399292
39.254116,-76.714555,318.6,1.0391777753829956
39.254119,-76.714559,313.7,0.998022198677063
39.254123,-76.714565,315.3,0.7973889112472534
